config_id,model,precision_preset,use_mixed_precision_opt,effective_preset,adc_bits_eff,dac_bits_eff,b_ref,adc_share,dac_share,constant_share,scaling_model,k,lat_ms_base,ene_mj_base,lat_ms_scaled,ene_mj_scaled,power_mw_scaled,tops_per_w_scaled
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.100,0.200,exp,0.100,1.872690,0.894196000,1.899443,1.609552800,847.381597,5.257856
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.100,0.200,exp,0.200,1.872690,0.894196000,1.926195,1.609552800,835.612408,5.331910
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.100,0.200,exp,0.300,1.872690,0.894196000,1.952948,1.609552800,824.165663,5.405964
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.200,0.100,linear,0.100,1.872690,0.894196000,1.899443,1.009164057,531.294811,8.385947
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.200,0.100,linear,0.200,1.872690,0.894196000,1.926195,1.009164057,523.915716,8.504059
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.200,0.100,linear,0.300,1.872690,0.894196000,1.952948,1.009164057,516.738788,8.622171
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.200,0.100,exp,0.100,1.872690,0.894196000,1.899443,1.698972400,894.458352,4.981126
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.200,0.100,exp,0.200,1.872690,0.894196000,1.926195,1.698972400,882.035319,5.051283
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.200,0.100,exp,0.300,1.872690,0.894196000,1.952948,1.698972400,869.952644,5.121440
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.300,0.000,linear,0.100,1.872690,0.894196000,1.899443,1.021938286,538.020061,8.281122
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.300,0.000,linear,0.200,1.872690,0.894196000,1.926195,1.021938286,530.547561,8.397758
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.300,0.000,linear,0.300,1.872690,0.894196000,1.952948,1.021938286,523.279786,8.514393
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.300,0.000,exp,0.100,1.872690,0.894196000,1.899443,1.788392000,941.535107,4.732070
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.300,0.000,exp,0.200,1.872690,0.894196000,1.926195,1.788392000,928.458231,4.798719
best_accuracy_swin,swin_t,conservative,1,conservative,8,8,7,0.700,0.300,0.000,exp,0.300,1.872690,0.894196000,1.952948,1.788392000,915.739625,4.865368
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.100,0.600,linear,0.100,1.872690,0.894196000,1.872690,0.906970229,484.314130,9.199422
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.100,0.600,linear,0.200,1.872690,0.894196000,1.872690,0.906970229,484.314130,9.199422
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.100,0.600,linear,0.300,1.872690,0.894196000,1.872690,0.906970229,484.314130,9.199422
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.100,0.600,exp,0.100,1.872690,0.894196000,1.872690,0.983615600,525.242085,8.482584
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.100,0.600,exp,0.200,1.872690,0.894196000,1.872690,0.983615600,525.242085,8.482584
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.100,0.600,exp,0.300,1.872690,0.894196000,1.872690,0.983615600,525.242085,8.482584
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.200,0.500,linear,0.100,1.872690,0.894196000,1.872690,0.919744457,491.135456,9.071652
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.200,0.500,linear,0.200,1.872690,0.894196000,1.872690,0.919744457,491.135456,9.071652
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.200,0.500,linear,0.300,1.872690,0.894196000,1.872690,0.919744457,491.135456,9.071652
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.200,0.500,exp,0.100,1.872690,0.894196000,1.872690,1.073035200,572.991365,7.775702
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.200,0.500,exp,0.200,1.872690,0.894196000,1.872690,1.073035200,572.991365,7.775702
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.200,0.500,exp,0.300,1.872690,0.894196000,1.872690,1.073035200,572.991365,7.775702
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.300,0.400,linear,0.100,1.872690,0.894196000,1.872690,0.932518686,497.956782,8.947383
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.300,0.400,linear,0.200,1.872690,0.894196000,1.872690,0.932518686,497.956782,8.947383
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.300,0.400,linear,0.300,1.872690,0.894196000,1.872690,0.932518686,497.956782,8.947383
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.300,0.400,exp,0.100,1.872690,0.894196000,1.872690,1.162454800,620.740646,7.177571
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.300,0.400,exp,0.200,1.872690,0.894196000,1.872690,1.162454800,620.740646,7.177571
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.300,0.300,0.400,exp,0.300,1.872690,0.894196000,1.872690,1.162454800,620.740646,7.177571
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.100,0.400,linear,0.100,1.872690,0.894196000,1.872690,0.906970229,484.314130,9.199422
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.100,0.400,linear,0.200,1.872690,0.894196000,1.872690,0.906970229,484.314130,9.199422
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.100,0.400,linear,0.300,1.872690,0.894196000,1.872690,0.906970229,484.314130,9.199422
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.100,0.400,exp,0.100,1.872690,0.894196000,1.872690,0.983615600,525.242085,8.482584
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.100,0.400,exp,0.200,1.872690,0.894196000,1.872690,0.983615600,525.242085,8.482584
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.100,0.400,exp,0.300,1.872690,0.894196000,1.872690,0.983615600,525.242085,8.482584
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.200,0.300,linear,0.100,1.872690,0.894196000,1.872690,0.919744457,491.135456,9.071652
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.200,0.300,linear,0.200,1.872690,0.894196000,1.872690,0.919744457,491.135456,9.071652
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.200,0.300,linear,0.300,1.872690,0.894196000,1.872690,0.919744457,491.135456,9.071652
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.200,0.300,exp,0.100,1.872690,0.894196000,1.872690,1.073035200,572.991365,7.775702
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.200,0.300,exp,0.200,1.872690,0.894196000,1.872690,1.073035200,572.991365,7.775702
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.200,0.300,exp,0.300,1.872690,0.894196000,1.872690,1.073035200,572.991365,7.775702
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.300,0.200,linear,0.100,1.872690,0.894196000,1.872690,0.932518686,497.956782,8.947383
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.300,0.200,linear,0.200,1.872690,0.894196000,1.872690,0.932518686,497.956782,8.947383
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.300,0.200,linear,0.300,1.872690,0.894196000,1.872690,0.932518686,497.956782,8.947383
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.300,0.200,exp,0.100,1.872690,0.894196000,1.872690,1.162454800,620.740646,7.177571
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.300,0.200,exp,0.200,1.872690,0.894196000,1.872690,1.162454800,620.740646,7.177571
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.500,0.300,0.200,exp,0.300,1.872690,0.894196000,1.872690,1.162454800,620.740646,7.177571
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.100,0.200,linear,0.100,1.872690,0.894196000,1.872690,0.906970229,484.314130,9.199422
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.100,0.200,linear,0.200,1.872690,0.894196000,1.872690,0.906970229,484.314130,9.199422
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.100,0.200,linear,0.300,1.872690,0.894196000,1.872690,0.906970229,484.314130,9.199422
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.100,0.200,exp,0.100,1.872690,0.894196000,1.872690,0.983615600,525.242085,8.482584
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.100,0.200,exp,0.200,1.872690,0.894196000,1.872690,0.983615600,525.242085,8.482584
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.100,0.200,exp,0.300,1.872690,0.894196000,1.872690,0.983615600,525.242085,8.482584
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.200,0.100,linear,0.100,1.872690,0.894196000,1.872690,0.919744457,491.135456,9.071652
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.200,0.100,linear,0.200,1.872690,0.894196000,1.872690,0.919744457,491.135456,9.071652
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.200,0.100,linear,0.300,1.872690,0.894196000,1.872690,0.919744457,491.135456,9.071652
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.200,0.100,exp,0.100,1.872690,0.894196000,1.872690,1.073035200,572.991365,7.775702
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.200,0.100,exp,0.200,1.872690,0.894196000,1.872690,1.073035200,572.991365,7.775702
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.200,0.100,exp,0.300,1.872690,0.894196000,1.872690,1.073035200,572.991365,7.775702
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.300,0.000,linear,0.100,1.872690,0.894196000,1.872690,0.932518686,497.956782,8.947383
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.300,0.000,linear,0.200,1.872690,0.894196000,1.872690,0.932518686,497.956782,8.947383
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.300,0.000,linear,0.300,1.872690,0.894196000,1.872690,0.932518686,497.956782,8.947383
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.300,0.000,exp,0.100,1.872690,0.894196000,1.872690,1.162454800,620.740646,7.177571
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.300,0.000,exp,0.200,1.872690,0.894196000,1.872690,1.162454800,620.740646,7.177571
mapping_swin,swin_t,balanced,0,standard,7,8,7,0.700,0.300,0.000,exp,0.300,1.872690,0.894196000,1.872690,1.162454800,620.740646,7.177571
full_opt_swin,swin_t,balanced,1,balanced,6,7,7,0.300,0.100,0.600,linear,0.100,1.872690,0.894196000,1.845937,0.855873314,463.652433,9.609375
full_opt_swin,swin_t,balanced,1,balanced,6,7,7,0.300,0.100,0.600,linear,0.200,1.872690,0.894196000,1.819185,0.855873314,470.470851,9.470108
full_opt_swin,swin_t,balanced,1,balanced,6,7,7,0.300,0.100,0.600,linear,0.300,1.872690,0.894196000,1.792432,0.855873314,477.492804,9.330842
full_opt_swin,swin_t,balanced,1,balanced,6,7,7,0.300,0.100,0.600,exp,0.100,1.872690,0.894196000,1.845937,0.760066600,411.751042,10.820641
full_opt_swin,swin_t,balanced,1,balanced,6,7,7,0.300,0.100,0.600,exp,0.200,1.872690,0.894196000,1.819185,0.760066600,417.806204,10.663820
full_opt_swin,swin_t,balanced,1,balanced,6,7,7,0.300,0.100,0.600,exp,0.300,1.872690,0.894196000,1.792432,0.760066600,424.042117,10.506999
full_opt_swin,swin_t,balanced,1,balanced,6,7,7,0.300,0.200,0.500,linear,0.100,1.872690,0.894196000,1.845937,0.855873314,463.652433,9.609375
